id,user_id,subcategory_id,difficulty,score,total_questions,included_in_recommendation_batch,created_at,finished_at
31,4,1,2,4,5,1,2026-08-07 04:00:00,2026-08-07 04:10:00
32,4,1,1,0,15,0,2026-06-28 22:00:00,
33,4,1,2,3,5,1,2026-06-01 13:00:00,2026-06-01 13:10:00
34,4,1,3,0,15,0,2026-07-22 20:00:00,
35,4,1,3,8,10,1,2026-05-20 14:00:00,2026-05-20 14:20:00
36,4,1,2,0,10,0,2026-08-01 21:00:00,
37,4,1,2,4,5,1,2026-07-14 21:00:00,2026-07-14 21:10:00
38,4,1,1,6,15,1,2026-08-07 17:00:00,2026-08-07 17:30:00
39,4,1,2,9,15,1,2026-05-18 22:00:00,2026-05-18 22:30:00
40,5,6,2,2,5,1,2026-07-23 10:00:00,2026-07-23 10:10:00
41,5,2,1,10,15,1,2026-06-26 11:00:00,2026-06-26 11:30:00
42,5,2,1,7,10,1,2026-07-10 18:00:00,2026-07-10 18:20:00
43,5,1,1,0,15,0,2026-07-19 23:00:00,
44,5,6,3,4,5,0,2026-05-04 02:00:00,2026-05-04 02:10:00
45,5,6,2,3,5,1,2026-08-06 11:00:00,2026-08-06 11:10:00
46,5,5,2,9,15,1,2026-06-28 07:00:00,2026-06-28 07:30:00
47,5,1,1,11,15,1,2026-07-29 03:00:00,2026-07-29 03:30:00
48,5,1,2,5,15,1,2026-06-30 15:00:00,2026-06-30 15:30:00
49,5,1,2,12,15,0,2026-07-04 22:00:00,2026-07-04 22:30:00
50,5,1,3,0,10,0,2026-05-16 05:00:00,
51,6,4,1,9,10,0,2026-06-29 21:00:00,2026-06-29 21:20:00
52,6,7,3,5,10,1,2026-07-29 13:00:00,2026-07-29 13:20:00
53,6,7,2,5,10,1,2026-07-08 20:00:00,2026-07-08 20:20:00
54,6,4,1,10,15,1,2026-05-20 00:00:00,2026-05-20 00:30:00
55,6,4,3,7,10,1,2026-07-26 17:00:00,2026-07-26 17:20:00
56,6,4,2,10,15,0,2026-05-12 19:00:00,2026-05-12 19:30:00
57,6,7,3,8,10,0,2026-05-18 20:00:00,2026-05-18 20:20:00
58,6,4,1,12,15,1,2026-05-19 11:00:00,2026-05-19 11:30:00
59,6,7,3,4,5,1,2026-07-13 12:00:00,2026-07-13 12:10:00
60,7,1,1,10,15,0,2026-06-06 05:00:00,2026-06-06 05:30:00
61,7,1,2,5,10,0,2026-06-11 18:00:00,2026-06-11 18:20:00
62,7,5,1,10,10,1,2026-05-10 04:00:00,2026-05-10 04:20:00
63,8,7,1,12,15,1,2026-07-17 16:00:00,2026-07-17 16:30:00
64,8,7,3,5,5,1,2026-08-07 00:00:00,2026-08-07 00:10:00
65,8,1,3,6,15,1,2026-08-03 20:00:00,2026-08-03 20:30:00
66,8,1,1,0,10,0,2026-06-03 10:00:00,
67,8,7,3,8,15,1,2026-06-11 10:00:00,2026-06-11 10:30:00
68,8,1,2,6,10,1,2026-06-27 04:00:00,2026-06-27 04:20:00
69,8,6,3,5,10,1,2026-07-15 00:00:00,2026-07-15 00:20:00
70,8,6,1,7,10,1,2026-06-09 23:00:00,2026-06-09 23:20:00
71,8,1,1,6,10,1,2026-05-22 12:00:00,2026-05-22 12:20:00
72,8,7,2,2,5,0,2026-06-27 01:00:00,2026-06-27 01:10:00
73,8,6,1,10,15,1,2026-07-13 16:00:00,2026-07-13 16:30:00
74,8,6,2,5,10,1,2026-06-04 23:00:00,2026-06-04 23:20:00
75,9,4,3,4,5,1,2026-06-04 20:00:00,2026-06-04 20:10:00
76,9,6,3,8,15,1,2026-07-16 19:00:00,2026-07-16 19:30:00
77,9,6,1,2,5,0,2026-05-18 06:00:00,2026-05-18 06:10:00
78,9,6,2,6,10,1,2026-06-19 00:00:00,2026-06-19 00:20:00
79,9,4,3,5,5,0,2026-07-23 00:00:00,2026-07-23 00:10:00
80,9,4,2,8,15,1,2026-06-22 09:00:00,2026-06-22 09:30:00
81,9,6,2,3,5,0,2026-05-09 08:00:00,2026-05-09 08:10:00
82,9,4,2,0,10,0,2026-05-31 10:00:00,
83,9,4,3,1,5,1,2026-07-10 20:00:00,2026-07-10 20:10:00
84,9,4,1,6,10,0,2026-06-12 17:00:00,2026-06-12 17:20:00
85,9,6,3,4,5,0,2026-07-28 18:00:00,2026-07-28 18:10:00
86,9,6,3,0,10,0,2026-07-26 04:00:00,
87,10,6,2,6,15,0,2026-07-01 18:00:00,2026-07-01 18:30:00
88,10,6,1,4,5,0,2026-06-11 19:00:00,2026-06-11 19:10:00
89,10,6,1,9,15,0,2026-06-14 14:00:00,2026-06-14 14:30:00
90,10,8,2,6,10,0,2026-07-24 00:00:00,2026-07-24 00:20:00
91,10,6,1,0,10,0,2026-07-19 02:00:00,
92,10,8,2,4,10,1,2026-06-12 19:00:00,2026-06-12 19:20:00
93,10,6,3,8,15,1,2026-06-07 04:00:00,2026-06-07 04:30:00
94,10,8,3,3,5,1,2026-07-01 21:00:00,2026-07-01 21:10:00
95,10,8,2,4,5,0,2026-05-29 13:00:00,2026-05-29 13:10:00
96,10,6,1,0,10,0,2026-07-24 04:00:00,
97,10,6,3,10,15,1,2026-06-25 16:00:00,2026-06-25 16:30:00
98,10,6,2,3,5,0,2026-07-17 01:00:00,2026-07-17 01:10:00
99,10,6,2,7,10,0,2026-06-15 21:00:00,2026-06-15 21:20:00
100,11,5,1,10,15,1,2026-06-03 07:00:00,2026-06-03 07:30:00
101,11,3,2,2,5,0,2026-06-23 22:00:00,2026-06-23 22:10:00
102,11,3,2,10,15,1,2026-07-12 01:00:00,2026-07-12 01:30:00
103,11,3,2,8,15,1,2026-05-17 04:00:00,2026-05-17 04:30:00
104,11,7,1,0,15,0,2026-05-03 05:00:00,
105,11,3,2,4,5,0,2026-07-31 14:00:00,2026-07-31 14:10:00
106,12,8,1,8,15,1,2026-05-05 06:00:00,2026-05-05 06:30:00
107,12,7,2,9,10,1,2026-06-03 17:00:00,2026-06-03 17:20:00
108,12,8,2,11,15,1,2026-05-08 19:00:00,2026-05-08 19:30:00
109,12,7,1,6,10,1,2026-06-08 02:00:00,2026-06-08 02:20:00
110,13,7,1,10,10,1,2026-07-04 13:00:00,2026-07-04 13:20:00
111,13,7,1,15,15,0,2026-07-08 06:00:00,2026-07-08 06:30:00
112,13,7,2,9,15,0,2026-05-17 06:00:00,2026-05-17 06:30:00
113,13,7,3,0,10,0,2026-06-20 19:00:00,
114,13,7,3,4,5,1,2026-06-27 14:00:00,2026-06-27 14:10:00
115,13,7,1,11,15,0,2026-07-29 17:00:00,2026-07-29 17:30:00
116,13,7,1,6,10,0,2026-05-23 05:00:00,2026-05-23 05:20:00
117,13,7,3,8,10,1,2026-05-25 00:00:00,2026-05-25 00:20:00
118,13,7,2,4,5,0,2026-05-20 08:00:00,2026-05-20 08:10:00
119,13,7,2,0,15,0,2026-05-04 15:00:00,
120,13,7,1,0,10,0,2026-07-01 23:00:00,
121,13,7,2,4,5,1,2026-08-07 03:00:00,2026-08-07 03:10:00
122,13,7,3,7,10,0,2026-08-07 14:00:00,2026-08-07 14:20:00
123,13,7,3,7,10,0,2026-06-16 12:00:00,2026-06-16 12:20:00
124,14,7,2,9,15,1,2026-07-24 01:00:00,2026-07-24 01:30:00
125,14,7,1,4,10,1,2026-07-17 00:00:00,2026-07-17 00:20:00
126,14,7,3,4,5,0,2026-07-13 01:00:00,2026-07-13 01:10:00
127,14,7,2,0,5,0,2026-05-19 19:00:00,
128,15,2,3,9,15,0,2026-05-22 06:00:00,2026-05-22 06:30:00
129,15,8,1,9,15,0,2026-05-24 08:00:00,2026-05-24 08:30:00
130,15,4,3,2,5,1,2026-05-23 17:00:00,2026-05-23 17:10:00
131,15,7,2,6,15,1,2026-05-06 12:00:00,2026-05-06 12:30:00
132,15,2,3,4,5,0,2026-05-27 04:00:00,2026-05-27 04:10:00
133,16,5,1,3,5,0,2026-07-27 15:00:00,2026-07-27 15:10:00
134,16,1,1,4,5,1,2026-06-11 07:00:00,2026-06-11 07:10:00
135,16,5,2,5,10,1,2026-06-23 05:00:00,2026-06-23 05:20:00
136,16,1,1,13,15,1,2026-06-28 18:00:00,2026-06-28 18:30:00
137,16,1,1,11,15,0,2026-05-19 15:00:00,2026-05-19 15:30:00
138,16,1,2,8,10,0,2026-08-05 18:00:00,2026-08-05 18:20:00
139,16,1,3,6,10,0,2026-06-26 09:00:00,2026-06-26 09:20:00
140,16,1,1,11,15,0,2026-08-04 11:00:00,2026-08-04 11:30:00
141,16,5,3,4,5,1,2026-06-09 04:00:00,2026-06-09 04:10:00
142,16,1,1,0,5,0,2026-05-19 23:00:00,
143,16,1,2,3,5,1,2026-07-04 23:00:00,2026-07-04 23:10:00
144,16,1,1,7,10,0,2026-05-16 14:00:00,2026-05-16 14:20:00
145,16,1,2,0,10,0,2026-07-25 19:00:00,
146,17,3,1,5,10,1,2026-07-02 15:00:00,2026-07-02 15:20:00
147,17,7,3,14,15,0,2026-07-27 17:00:00,2026-07-27 17:30:00
148,17,3,3,11,15,1,2026-05-13 18:00:00,2026-05-13 18:30:00
149,17,3,2,0,15,0,2026-06-08 02:00:00,
150,17,7,2,6,15,1,2026-07-24 02:00:00,2026-07-24 02:30:00
151,17,3,2,0,10,0,2026-08-03 13:00:00,
152,17,7,3,6,10,0,2026-05-13 05:00:00,2026-05-13 05:20:00
153,17,3,2,12,15,1,2026-05-22 01:00:00,2026-05-22 01:30:00
154,17,7,3,14,15,1,2026-06-25 04:00:00,2026-06-25 04:30:00
155,17,4,3,0,10,0,2026-06-28 20:00:00,
156,18,6,3,0,15,0,2026-06-27 10:00:00,
157,18,6,1,3,5,0,2026-07-22 09:00:00,2026-07-22 09:10:00
158,18,6,2,5,10,0,2026-06-19 15:00:00,2026-06-19 15:20:00
159,18,6,1,2,5,1,2026-06-20 01:00:00,2026-06-20 01:10:00
160,18,6,3,11,15,0,2026-07-28 21:00:00,2026-07-28 21:30:00
161,18,6,1,6,10,0,2026-08-01 22:00:00,2026-08-01 22:20:00
162,18,6,2,3,5,1,2026-05-14 19:00:00,2026-05-14 19:10:00
163,18,6,2,7,10,0,2026-07-04 05:00:00,2026-07-04 05:20:00
164,18,6,3,6,10,1,2026-06-27 20:00:00,2026-06-27 20:20:00
165,18,6,3,9,15,1,2026-07-13 21:00:00,2026-07-13 21:30:00
166,18,6,2,1,10,1,2026-07-13 09:00:00,2026-07-13 09:20:00
167,18,6,2,0,15,0,2026-05-06 15:00:00,
168,19,7,3,7,10,1,2026-06-18 08:00:00,2026-06-18 08:20:00
169,19,2,2,3,5,1,2026-07-21 16:00:00,2026-07-21 16:10:00
170,19,4,2,4,5,0,2026-05-21 23:00:00,2026-05-21 23:10:00
171,20,2,3,10,15,1,2026-07-30 15:00:00,2026-07-30 15:30:00
172,20,2,2,2,5,0,2026-07-27 16:00:00,2026-07-27 16:10:00
173,20,1,1,3,10,1,2026-06-25 00:00:00,2026-06-25 00:20:00
174,21,8,3,3,5,0,2026-05-14 03:00:00,2026-05-14 03:10:00
175,21,8,1,0,5,0,2026-07-04 17:00:00,
176,21,8,2,0,5,0,2026-05-26 20:00:00,
177,21,8,2,2,5,1,2026-07-25 15:00:00,2026-07-25 15:10:00
178,21,8,1,6,10,0,2026-05-02 02:00:00,2026-05-02 02:20:00
179,21,8,3,5,10,1,2026-05-20 10:00:00,2026-05-20 10:20:00
180,21,8,2,7,10,1,2026-06-17 15:00:00,2026-06-17 15:20:00
181,21,8,2,4,5,0,2026-06-24 22:00:00,2026-06-24 22:10:00
182,21,8,2,4,5,1,2026-07-08 12:00:00,2026-07-08 12:10:00
183,21,8,2,0,10,0,2026-06-20 05:00:00,
184,21,8,3,8,10,1,2026-07-01 23:00:00,2026-07-01 23:20:00
185,21,8,3,5,5,1,2026-07-29 23:00:00,2026-07-29 23:10:00
186,21,8,2,11,15,1,2026-08-04 14:00:00,2026-08-04 14:30:00
187,22,4,1,4,5,1,2026-07-24 08:00:00,2026-07-24 08:10:00
188,22,1,3,9,15,1,2026-06-27 12:00:00,2026-06-27 12:30:00
189,22,4,2,8,10,1,2026-05-22 15:00:00,2026-05-22 15:20:00
190,22,4,3,11,15,1,2026-06-17 22:00:00,2026-06-17 22:30:00
191,22,2,1,9,15,0,2026-05-22 02:00:00,2026-05-22 02:30:00
192,22,4,3,0,5,0,2026-07-31 04:00:00,
193,22,2,3,7,15,0,2026-05-05 04:00:00,2026-05-05 04:30:00
194,22,4,1,7,10,0,2026-07-27 14:00:00,2026-07-27 14:20:00
195,22,2,1,12,15,0,2026-06-08 14:00:00,2026-06-08 14:30:00
196,22,1,2,9,15,1,2026-07-08 16:00:00,2026-07-08 16:30:00
197,22,2,2,7,15,0,2026-07-29 20:00:00,2026-07-29 20:30:00
198,22,4,3,7,10,0,2026-06-05 13:00:00,2026-06-05 13:20:00
199,22,4,2,0,10,0,2026-05-22 11:00:00,
200,23,3,2,6,10,1,2026-06-03 06:00:00,2026-06-03 06:20:00
201,23,2,2,0,10,0,2026-08-04 10:00:00,
202,23,2,3,0,5,0,2026-07-01 21:00:00,
203,23,2,2,8,10,1,2026-07-10 15:00:00,2026-07-10 15:20:00
204,23,2,1,5,5,1,2026-06-18 13:00:00,2026-06-18 13:10:00
205,23,2,2,4,5,0,2026-06-02 15:00:00,2026-06-02 15:10:00
206,23,2,3,10,15,1,2026-06-13 09:00:00,2026-06-13 09:30:00
207,23,3,3,8,15,0,2026-06-17 10:00:00,2026-06-17 10:30:00
208,24,6,1,0,5,0,2026-07-01 18:00:00,
209,24,6,2,4,10,0,2026-07-01 04:00:00,2026-07-01 04:20:00
210,24,6,1,5,5,1,2026-08-08 20:00:00,2026-08-08 20:10:00
211,25,5,3,10,15,0,2026-08-08 22:00:00,2026-08-08 22:30:00
212,25,5,1,6,10,0,2026-05-12 16:00:00,2026-05-12 16:20:00
213,25,8,2,0,10,0,2026-08-01 11:00:00,
214,25,4,2,6,10,1,2026-08-03 16:00:00,2026-08-03 16:20:00
215,25,1,3,5,10,1,2026-06-15 02:00:00,2026-06-15 02:20:00
216,25,8,3,4,5,1,2026-06-20 13:00:00,2026-06-20 13:10:00
217,25,4,3,5,10,0,2026-06-04 08:00:00,2026-06-04 08:20:00
218,25,8,3,6,10,1,2026-07-21 18:00:00,2026-07-21 18:20:00
219,25,4,3,8,10,1,2026-05-14 15:00:00,2026-05-14 15:20:00
220,25,5,3,3,5,1,2026-06-21 10:00:00,2026-06-21 10:10:00
221,25,8,2,4,5,1,2026-07-08 07:00:00,2026-07-08 07:10:00
222,26,4,3,8,10,0,2026-06-18 10:00:00,2026-06-18 10:20:00
223,26,2,3,7,15,1,2026-06-09 05:00:00,2026-06-09 05:30:00
224,26,2,2,7,10,0,2026-05-17 12:00:00,2026-05-17 12:20:00
225,27,7,1,3,5,0,2026-06-10 04:00:00,2026-06-10 04:10:00
226,27,5,2,3,5,0,2026-05-28 00:00:00,2026-05-28 00:10:00
227,27,6,1,7,10,1,2026-06-24 05:00:00,2026-06-24 05:20:00
228,27,5,2,3,5,1,2026-07-19 22:00:00,2026-07-19 22:10:00
229,27,5,3,6,10,1,2026-06-24 10:00:00,2026-06-24 10:20:00
230,27,7,2,1,5,1,2026-08-04 02:00:00,2026-08-04 02:10:00
231,27,5,2,9,15,1,2026-05-19 14:00:00,2026-05-19 14:30:00
232,27,7,2,6,10,1,2026-05-04 17:00:00,2026-05-04 17:20:00
233,27,5,1,13,15,0,2026-05-16 16:00:00,2026-05-16 16:30:00
234,27,5,3,7,10,0,2026-06-18 15:00:00,2026-06-18 15:20:00
235,27,7,3,2,5,1,2026-05-12 18:00:00,2026-05-12 18:10:00
236,27,7,1,13,15,1,2026-05-11 04:00:00,2026-05-11 04:30:00
237,27,7,3,4,5,1,2026-06-25 22:00:00,2026-06-25 22:10:00
238,27,6,2,4,5,1,2026-07-17 12:00:00,2026-07-17 12:10:00
239,27,6,3,5,5,1,2026-06-09 23:00:00,2026-06-09 23:10:00
240,28,7,3,4,10,0,2026-05-05 17:00:00,2026-05-05 17:20:00
241,28,5,2,3,5,0,2026-06-26 00:00:00,2026-06-26 00:10:00
242,28,7,3,6,15,1,2026-06-26 18:00:00,2026-06-26 18:30:00
243,28,5,1,8,10,1,2026-06-01 11:00:00,2026-06-01 11:20:00
244,28,7,1,0,5,0,2026-07-05 16:00:00,
245,28,5,2,2,5,1,2026-06-21 22:00:00,2026-06-21 22:10:00
246,28,5,1,7,15,1,2026-08-01 18:00:00,2026-08-01 18:30:00
247,28,5,2,5,10,1,2026-07-20 23:00:00,2026-07-20 23:20:00
248,28,5,3,8,10,0,2026-07-09 15:00:00,2026-07-09 15:20:00
249,29,3,3,4,5,0,2026-06-18 02:00:00,2026-06-18 02:10:00
250,29,3,1,5,10,0,2026-06-08 00:00:00,2026-06-08 00:20:00
251,29,7,1,0,10,0,2026-05-29 18:00:00,
252,29,5,1,6,10,0,2026-06-17 15:00:00,2026-06-17 15:20:00
253,30,7,1,9,15,1,2026-07-07 15:00:00,2026-07-07 15:30:00
254,30,7,3,9,15,1,2026-07-25 15:00:00,2026-07-25 15:30:00
255,30,7,2,9,15,0,2026-05-08 18:00:00,2026-05-08 18:30:00
256,30,7,1,13,15,1,2026-06-17 14:00:00,2026-06-17 14:30:00
257,31,6,2,8,15,0,2026-06-17 19:00:00,2026-06-17 19:30:00
258,31,6,1,9,10,1,2026-06-16 10:00:00,2026-06-16 10:20:00
259,31,8,3,9,10,1,2026-07-08 11:00:00,2026-07-08 11:20:00
260,31,8,3,9,15,0,2026-06-01 23:00:00,2026-06-01 23:30:00
261,31,8,1,10,15,0,2026-07-29 05:00:00,2026-07-29 05:30:00
262,31,8,1,7,15,1,2026-05-04 19:00:00,2026-05-04 19:30:00
263,31,4,3,4,5,1,2026-08-01 05:00:00,2026-08-01 05:10:00
264,31,4,3,4,10,0,2026-07-31 09:00:00,2026-07-31 09:20:00
265,31,7,3,1,5,1,2026-06-15 15:00:00,2026-06-15 15:10:00
266,31,8,1,4,5,1,2026-07-17 08:00:00,2026-07-17 08:10:00
267,31,8,1,8,15,1,2026-06-26 20:00:00,2026-06-26 20:30:00
268,31,8,3,4,10,1,2026-08-06 13:00:00,2026-08-06 13:20:00
269,32,6,1,3,5,1,2026-07-15 09:00:00,2026-07-15 09:10:00
270,32,6,1,2,5,0,2026-07-22 13:00:00,2026-07-22 13:10:00
271,32,6,1,9,15,1,2026-06-25 08:00:00,2026-06-25 08:30:00
272,32,6,1,4,5,0,2026-07-04 18:00:00,2026-07-04 18:10:00
273,32,6,2,0,15,0,2026-06-08 07:00:00,
274,33,8,1,2,5,0,2026-05-23 18:00:00,2026-05-23 18:10:00
275,33,3,3,6,10,1,2026-05-04 00:00:00,2026-05-04 00:20:00
276,33,3,1,8,15,1,2026-07-24 09:00:00,2026-07-24 09:30:00
277,33,1,1,9,15,0,2026-05-29 00:00:00,2026-05-29 00:30:00
278,34,8,1,0,15,0,2026-06-13 08:00:00,
279,34,8,2,8,10,1,2026-05-15 20:00:00,2026-05-15 20:20:00
280,34,8,2,0,15,0,2026-07-26 22:00:00,
281,34,8,2,10,15,1,2026-08-04 01:00:00,2026-08-04 01:30:00
282,34,8,3,0,15,0,2026-07-24 12:00:00,
283,34,8,3,8,10,0,2026-07-08 11:00:00,2026-07-08 11:20:00
284,34,8,1,12,15,0,2026-07-30 15:00:00,2026-07-30 15:30:00
285,35,3,2,8,10,0,2026-05-23 22:00:00,2026-05-23 22:20:00
286,35,3,2,5,10,1,2026-05-14 11:00:00,2026-05-14 11:20:00
287,35,2,2,7,10,0,2026-08-09 09:00:00,2026-08-09 09:20:00
288,35,8,2,3,5,1,2026-05-20 04:00:00,2026-05-20 04:10:00
289,35,3,1,3,5,1,2026-07-02 02:00:00,2026-07-02 02:10:00
290,35,3,1,6,10,0,2026-07-18 11:00:00,2026-07-18 11:20:00
291,35,3,2,3,5,1,2026-07-12 01:00:00,2026-07-12 01:10:00
292,35,8,3,0,15,0,2026-05-23 12:00:00,
293,35,7,2,12,15,0,2026-05-03 13:00:00,2026-05-03 13:30:00
294,36,2,3,3,5,0,2026-05-28 09:00:00,2026-05-28 09:10:00
295,36,2,2,3,5,0,2026-08-05 01:00:00,2026-08-05 01:10:00
296,36,2,3,3,5,1,2026-07-21 10:00:00,2026-07-21 10:10:00
297,37,3,3,4,5,0,2026-08-03 18:00:00,2026-08-03 18:10:00
298,37,5,3,3,5,1,2026-05-03 04:00:00,2026-05-03 04:10:00
299,37,2,1,1,5,0,2026-07-31 02:00:00,2026-07-31 02:10:00
300,37,3,3,4,5,0,2026-07-29 02:00:00,2026-07-29 02:10:00
301,37,1,1,10,15,1,2026-08-06 22:00:00,2026-08-06 22:30:00
302,37,1,1,0,10,0,2026-07-02 00:00:00,
303,37,3,2,9,15,1,2026-06-09 21:00:00,2026-06-09 21:30:00
304,37,1,2,10,15,1,2026-05-02 09:00:00,2026-05-02 09:30:00
305,37,5,1,5,5,1,2026-05-08 20:00:00,2026-05-08 20:10:00
306,37,2,3,8,10,0,2026-07-05 05:00:00,2026-07-05 05:20:00
307,37,3,2,10,15,1,2026-06-19 23:00:00,2026-06-19 23:30:00
308,37,5,1,4,5,1,2026-07-28 14:00:00,2026-07-28 14:10:00
309,37,5,2,4,5,0,2026-07-26 15:00:00,2026-07-26 15:10:00
310,37,3,3,0,10,0,2026-05-11 13:00:00,
311,37,2,3,4,5,0,2026-07-13 00:00:00,2026-07-13 00:10:00
312,38,8,1,9,15,0,2026-06-09 07:00:00,2026-06-09 07:30:00
313,38,8,1,11,15,1,2026-05-24 14:00:00,2026-05-24 14:30:00
314,38,8,1,9,15,1,2026-05-24 18:00:00,2026-05-24 18:30:00
315,38,8,2,6,10,1,2026-07-23 10:00:00,2026-07-23 10:20:00
316,38,8,1,12,15,1,2026-08-01 09:00:00,2026-08-01 09:30:00
317,38,8,1,3,5,1,2026-06-19 06:00:00,2026-06-19 06:10:00
318,38,8,2,11,15,1,2026-06-26 14:00:00,2026-06-26 14:30:00
319,38,8,2,2,5,0,2026-05-30 13:00:00,2026-05-30 13:10:00
320,38,8,3,5,5,1,2026-06-01 00:00:00,2026-06-01 00:10:00
321,38,8,2,10,15,1,2026-07-02 21:00:00,2026-07-02 21:30:00
322,38,8,1,9,15,0,2026-07-31 17:00:00,2026-07-31 17:30:00
323,39,5,1,0,5,1,2026-06-25 15:00:00,2026-06-25 15:10:00
324,39,7,3,0,5,0,2026-08-08 10:00:00,
325,39,5,2,5,10,0,2026-06-25 04:00:00,2026-06-25 04:20:00
326,39,5,1,12,15,0,2026-05-01 06:00:00,2026-05-01 06:30:00
327,39,7,3,0,10,0,2026-08-09 22:00:00,
328,39,7,1,9,10,1,2026-08-04 22:00:00,2026-08-04 22:20:00
329,39,7,1,6,10,0,2026-06-12 00:00:00,2026-06-12 00:20:00
330,39,7,3,8,15,0,2026-06-12 05:00:00,2026-06-12 05:30:00
331,40,5,2,9,10,1,2026-07-22 11:00:00,2026-07-22 11:20:00
332,40,5,2,4,5,0,2026-05-04 09:00:00,2026-05-04 09:10:00
333,40,5,1,7,10,0,2026-08-05 01:00:00,2026-08-05 01:20:00
334,40,5,3,7,10,1,2026-06-04 07:00:00,2026-06-04 07:20:00
335,40,8,2,6,10,1,2026-06-05 13:00:00,2026-06-05 13:20:00
336,40,8,1,8,10,0,2026-06-02 07:00:00,2026-06-02 07:20:00
337,40,8,2,6,10,1,2026-07-08 23:00:00,2026-07-08 23:20:00
338,40,8,1,7,15,1,2026-05-13 20:00:00,2026-05-13 20:30:00
339,40,8,1,0,15,0,2026-05-24 17:00:00,
340,40,8,1,4,5,1,2026-07-05 19:00:00,2026-07-05 19:10:00
341,40,5,2,2,5,0,2026-05-05 00:00:00,2026-05-05 00:10:00
342,40,5,1,4,5,0,2026-07-09 04:00:00,2026-07-09 04:10:00
343,40,5,3,2,5,0,2026-06-21 12:00:00,2026-06-21 12:10:00
344,40,8,3,9,15,1,2026-07-07 05:00:00,2026-07-07 05:30:00
